City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Norman Wells,CA,65.282,-126.8329,38.77,88,100,6.42,overcast clouds
344,Port Hueneme,US,34.1478,-119.1951,96.87,59,20,9.22,few clouds
345,Pacific Grove,US,36.6177,-121.9166,94.15,75,0,5.01,clear sky
346,Maneadero,MX,31.7167,-116.5667,86.18,79,97,1.01,overcast clouds
347,Port Hedland,AU,-20.3167,118.5667,77.05,22,3,17.27,clear sky
348,Manzhouli,CN,49.6,117.4333,38.23,71,100,15.55,overcast clouds
349,Kodiak,US,57.79,-152.4072,39.24,49,47,26.98,scattered clouds
350,Zheleznodorozhnyy,RU,55.7503,38.0042,37.81,75,83,3.09,broken clouds
351,Gasa,PS,31.5,34.4667,72.18,74,4,3.22,clear sky
352,San Patricio,US,28.017,-97.5169,84.92,66,95,7.72,overcast clouds
353,Andenes,NO,69.3143,16.1194,53.08,82,90,5.75,overcast clouds
354,Nioro,GM,13.35,-15.75,76.87,92,41,4.32,scattered clouds
355,Kroya,ID,-7.6331,109.2461,77.07,79,99,6.76,overcast clouds
356,Walvis Bay,NA,-22.9575,14.5053,54.09,89,0,11.41,clear sky
357,Nemuro,JP,43.3236,145.575,63.03,70,48,16.06,scattered clouds
358,Biskamzha,RU,53.4497,89.5272,27.48,95,100,7.38,overcast clouds
359,Lubigan,PH,13.742,122.9373,80.28,85,98,3.51,overcast clouds
360,Jaque,PA,7.5175,-78.1703,78.78,86,93,1.32,light rain
361,Northallerton,GB,54.339,-1.4324,49.93,81,20,12.66,few clouds
362,Ballina,AU,-28.8667,153.5667,76.78,43,33,8.55,scattered clouds
363,Susangerd,IR,31.5608,48.1831,88.43,13,0,11.63,clear sky
364,Quchan,IR,37.106,58.5095,46.11,57,0,0.31,clear sky
365,Gayny,RU,60.3071,54.3241,35.85,82,100,3.89,overcast clouds
366,Tiznit,MA,29.5833,-9.5,72.19,40,0,3.2,clear sky
367,Richards Bay,ZA,-28.783,32.0377,65.12,87,100,11.25,light rain
368,Oboyan,RU,51.2098,36.2792,44.92,79,2,6.42,clear sky
369,Vieste,IT,41.8825,16.175,69.64,70,89,8.79,overcast clouds
370,Kamaishi,JP,39.2667,141.8833,66.94,53,0,1.1,clear sky
371,Dicabisagan,PH,17.0818,122.4157,81.23,83,100,5.48,overcast clouds
372,Asau,RO,46.4333,26.4,42.76,90,0,2.68,clear sky
373,Cascais,PT,38.6979,-9.4215,69.51,80,74,8.99,broken clouds
374,Umm Kaddadah,SD,13.6017,26.6876,85.17,22,17,9.8,few clouds
375,Mozarlandia,BR,-14.7447,-50.5706,87.13,43,40,5.21,scattered clouds
376,Pangkalanbuun,ID,-2.6833,111.6167,77.7,85,93,1.03,overcast clouds
377,Kutum,SD,14.2,24.6667,76.95,27,51,8.08,broken clouds
378,Coos Bay,US,43.3665,-124.2179,70.32,88,1,20.71,clear sky
379,Korem,ET,12.5058,39.5228,56.68,60,100,0.94,overcast clouds
380,Matamoros,MX,25.5333,-103.25,84.31,37,75,8.05,broken clouds
381,Fare,PF,-16.7,-151.0167,79.36,71,1,13.24,clear sky
382,Sur,OM,22.5667,59.5289,84.49,68,100,19.06,overcast clouds
383,Cairo,EG,30.0626,31.2497,74.71,48,75,8.05,broken clouds
384,Frankfurt,DE,50.1167,8.6833,68.04,66,0,12.66,clear sky
385,Nouadhibou,MR,20.931,-17.0347,74.1,76,74,10.83,broken clouds
386,San Carlos De Bariloche,AR,-41.1456,-71.3082,38.95,52,20,24.16,few clouds
387,Kiama,AU,-34.6833,150.8667,70.38,60,2,3.56,clear sky
388,Pimentel,PE,-6.8367,-79.9342,63.18,83,39,12.73,scattered clouds
389,Sechura,PE,-5.5569,-80.8222,66.04,72,21,15.46,few clouds
390,Hambantota,LK,6.1241,81.1185,78.55,84,69,10.87,broken clouds
391,Pong,TH,19.1493,100.2752,73.6,97,93,0.85,overcast clouds
392,Plettenberg Bay,ZA,-34.0527,23.3716,50.14,73,99,10.09,overcast clouds
393,West Bay,KY,19.3667,-81.4167,82.47,84,20,1.99,few clouds
394,Yambio,SS,4.5721,28.3955,67.59,99,100,3.58,overcast clouds
395,Bassar,TG,9.25,0.7833,72.68,91,82,3.58,broken clouds
396,Ambulu,ID,-8.345,113.6058,78.01,76,90,1.92,overcast clouds
397,Glens Falls,US,43.3095,-73.644,66.81,87,100,3.22,overcast clouds
398,Yilan,TW,24.757,121.753,86.11,74,54,5.08,broken clouds
399,Changji,CN,44.0167,87.3167,43.59,70,0,2.24,clear sky
400,Kartaly,RU,53.0522,60.6467,42.55,75,100,7.07,overcast clouds
401,Muros,ES,42.7762,-9.0603,63.16,93,100,20.89,overcast clouds
402,Omsukchan,RU,62.5333,155.8,33.55,76,4,2.28,clear sky
403,Amot,NO,59.5714,7.9877,44.76,97,100,6.4,light rain
404,Bilma,NE,18.6853,12.9164,82.11,20,0,7.11,clear sky
405,Athabasca,CA,54.7169,-113.2854,57.11,36,100,1.83,overcast clouds
406,Kununurra,AU,-15.7667,128.7333,85.98,74,68,3.44,broken clouds
407,Areosa,PT,41.7178,-8.8571,67.68,97,100,23.44,moderate rain
408,Willowmore,ZA,-33.2926,23.4895,40.24,66,64,8.84,broken clouds
409,The Valley,AI,18.217,-63.0578,84.09,69,100,18.54,overcast clouds
410,Beachwood,US,41.4645,-81.5087,70.03,58,90,1.01,overcast clouds
411,Esmeraldas,BR,-19.7625,-44.3139,72.46,71,79,3.69,heavy intensity rain
412,Gap,FR,44.6667,6.0,40.84,83,93,6.17,overcast clouds
413,Banff,CA,51.1762,-115.5698,56.91,43,91,9.22,overcast clouds
414,Kampong Thum,KH,12.7111,104.8887,75.72,92,100,1.95,overcast clouds
415,Ancud,CL,-41.8697,-73.8203,45.07,84,86,8.72,overcast clouds
416,El Alto,PE,-4.2714,-81.2147,62.49,85,57,19.35,broken clouds
417,Amapa,BR,1.0,-52.0,74.97,86,100,3.58,overcast clouds
418,Greystones,IE,53.1408,-6.0631,48.88,84,9,16.46,clear sky
419,Pop,UZ,40.8736,71.1089,48.69,69,30,4.18,scattered clouds
420,Basco,PH,20.4487,121.9702,83.68,67,55,18.45,broken clouds
421,San Joaquin,US,37.9333,-121.3011,94.15,19,1,4.61,clear sky
422,Isabela,PH,6.7085,121.9711,83.43,77,91,7.52,overcast clouds
423,Zabaykalsk,RU,49.6333,117.3167,37.92,70,100,14.97,overcast clouds
424,Anaconda,US,46.1285,-112.9423,69.78,16,25,10.09,scattered clouds
425,Huadian,CN,42.9633,126.7478,60.67,84,100,6.76,overcast clouds
426,Cockburn Town,TC,21.4612,-71.1419,80.56,74,75,10.36,broken clouds
427,Yumen,CN,40.2833,97.2,41.68,62,97,16.58,overcast clouds
428,Langxiang,CN,46.95,128.8833,43.2,84,100,4.9,moderate rain
429,Santa Cruz Cabralia,BR,-16.2781,-39.0247,75.27,84,1,12.1,clear sky
430,Ambon,ID,-3.6954,128.1814,82.54,89,20,6.91,few clouds
431,Krasnoselkup,RU,65.7,82.4667,27.55,96,100,9.95,light snow
432,College,US,64.8569,-147.8028,35.58,95,90,0.0,mist
433,Dambulla,LK,7.86,80.6517,72.14,95,29,3.33,scattered clouds
434,Riyadh,SA,24.6877,46.7219,77.14,15,18,5.06,few clouds
435,Hoi An,VN,15.8794,108.335,80.56,86,64,4.29,broken clouds
436,Honolulu,US,21.3069,-157.8583,84.88,62,11,18.3,few clouds
437,Chicama,PE,-7.8447,-79.1469,59.54,80,13,5.28,few clouds
438,Esperance,AU,-33.8667,121.9,51.64,74,68,25.1,broken clouds
439,Tairua,NZ,-37.0167,175.85,62.29,60,100,10.0,overcast clouds
440,Sistranda,NO,63.7256,8.834,54.9,75,69,8.21,broken clouds
441,Kuzino,RU,57.0224,59.4412,27.75,96,71,3.4,broken clouds
442,Guane,CU,22.2025,-84.0875,78.91,73,25,6.29,scattered clouds
443,Verkhnevilyuysk,RU,63.4453,120.3167,30.49,72,42,1.28,scattered clouds
444,Ojinaga,MX,29.5667,-104.4167,91.58,25,1,3.44,clear sky
445,Almargem Do Bispo,PT,38.8491,-9.2668,66.56,84,75,11.5,broken clouds
446,Mega,ET,4.05,38.3,63.05,55,65,9.71,broken clouds
447,Henties Bay,NA,-22.116,14.2845,53.85,92,1,8.75,clear sky
448,Berlevag,NO,70.8578,29.0864,50.0,85,93,24.18,overcast clouds
449,Letnyaya Stavka,RU,45.4306,43.4472,47.14,62,76,14.72,broken clouds
450,Smidovich,RU,48.6,133.8167,48.31,50,57,6.31,light rain
451,Sumbe,AO,-11.2061,13.8437,71.38,82,92,2.89,overcast clouds
452,Baley,RU,51.6,116.6333,31.48,64,86,3.42,overcast clouds
453,Sharjah,AE,25.3573,55.4033,87.3,68,92,8.14,overcast clouds
454,Kailua,US,21.4022,-157.7394,87.78,63,15,15.88,few clouds
455,Vao,NC,-22.6667,167.4833,72.12,92,18,17.07,few clouds
456,Le Moule,GP,16.3332,-61.3473,80.19,100,42,7.0,scattered clouds
457,Talnakh,RU,69.4865,88.3972,16.14,92,62,1.86,broken clouds
458,Zyryanka,RU,65.75,150.85,29.48,73,97,7.58,overcast clouds
459,Zhicheng,CN,30.2956,111.5047,80.49,71,2,2.28,clear sky
460,Kashi,CN,39.4547,75.9797,63.27,25,82,6.64,broken clouds
461,Tura,IN,25.5198,90.2201,72.36,97,94,3.91,overcast clouds
462,Tazovskiy,RU,67.4667,78.7,26.78,86,88,14.63,overcast clouds
463,Caravelas,BR,-17.7125,-39.2481,75.81,83,0,13.09,clear sky
464,Hachinohe,JP,40.5,141.5,69.82,52,2,8.9,clear sky
465,Yarada,IN,17.65,83.2667,80.92,89,40,2.26,scattered clouds
466,Las Cruces,US,32.3123,-106.7783,80.71,29,1,1.01,clear sky
467,Kongolo,CD,-5.3833,27.0,71.19,93,100,3.22,overcast clouds
468,Voh,NC,-20.9667,164.7,86.97,52,29,2.71,scattered clouds
469,Birin,NP,26.8865,88.0718,60.78,94,93,2.48,moderate rain
470,Varadero,CU,23.1536,-81.2514,77.76,71,9,16.49,clear sky
471,Karratha,AU,-20.7377,116.8463,74.08,27,13,12.33,few clouds
472,Zhuhai,CN,22.2769,113.5678,86.11,83,20,5.75,few clouds
473,Suez,EG,29.9737,32.5263,71.2,82,10,9.51,clear sky
474,Inta,RU,66.0317,60.1659,30.9,89,14,2.39,few clouds
475,Novikovo,RU,51.1537,37.8879,43.25,84,5,4.43,clear sky
476,Ouesso,CG,1.6136,16.0517,69.3,98,74,1.57,light rain
477,Swinoujscie,PL,53.9105,14.2471,58.17,74,100,21.09,overcast clouds
478,Manzil Salim,TN,35.8567,8.4765,68.07,60,16,2.15,few clouds
479,Manoel Urbano,BR,-8.8389,-69.2597,74.79,88,80,2.73,broken clouds
480,Tabou,CI,4.423,-7.3528,77.47,84,94,4.63,overcast clouds
481,Kieta,PG,-6.2167,155.6333,83.41,71,100,3.98,overcast clouds
482,Ternate,ID,0.8,127.4,80.35,75,100,2.33,overcast clouds
483,Alta Floresta,BR,-9.8756,-56.0861,69.17,92,78,3.18,broken clouds
484,Narsaq,GL,60.9167,-46.05,55.62,62,5,5.21,clear sky
485,Lamar,US,33.6668,-95.5836,80.37,83,1,4.61,clear sky
486,The Pas,CA,53.8251,-101.2541,57.0,42,22,4.85,few clouds
487,Floro,NO,61.5996,5.0328,55.36,54,20,17.27,few clouds
488,Phan Thiet,VN,10.9333,108.1,76.05,91,100,4.81,moderate rain
489,Comodoro Rivadavia,AR,-45.8667,-67.5,50.47,42,22,4.0,few clouds
490,Vostok,RU,46.4856,135.8833,45.77,61,30,4.32,moderate rain
491,Bam,IR,29.106,58.357,77.67,18,71,13.15,broken clouds
492,Los Altos,US,37.3852,-122.1141,93.61,27,1,3.0,clear sky
493,Matagami,CA,49.7502,-77.6328,47.77,68,0,4.59,clear sky
494,San Luis,AR,-33.295,-66.3356,53.91,19,1,18.21,clear sky
495,Lafia,NG,8.4833,8.5167,75.18,92,67,2.82,light rain
496,Thinadhoo,MV,0.5333,72.9333,82.96,70,5,11.7,clear sky
497,Coruripe,BR,-10.1256,-36.1756,75.65,89,7,9.8,clear sky
498,Claymont,US,39.8007,-75.4596,69.67,77,1,1.01,clear sky
499,Ust-Tsilma,RU,65.441,52.1498,36.25,78,100,3.74,overcast clouds
500,Aksarka,RU,66.5606,67.7975,28.92,95,92,9.37,overcast clouds
501,Tocopilla,CL,-22.092,-70.1979,63.52,68,19,12.41,few clouds
502,Denpasar,ID,-8.65,115.2167,80.26,78,40,2.3,scattered clouds
503,Dudinka,RU,69.4058,86.1778,18.0,93,71,11.77,broken clouds
504,Caxito,AO,-8.5785,13.6643,72.09,82,73,2.89,broken clouds
505,Tessaoua,NE,13.7574,7.9874,85.91,19,0,4.92,clear sky
506,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.03,87,12,10.07,few clouds
507,Jiwani,PK,25.05,61.7417,81.88,80,100,15.9,light rain
508,Coracao De Jesus,BR,-16.6853,-44.365,83.35,35,67,1.39,broken clouds
509,Senneterre,CA,48.3835,-77.2328,51.31,81,99,3.24,overcast clouds
510,Kalmunai,LK,7.4167,81.8167,77.95,84,62,5.57,broken clouds
511,Gobabis,NA,-22.45,18.9667,51.64,20,0,9.22,clear sky
512,Araguaina,BR,-7.1911,-48.2072,77.05,77,100,1.21,overcast clouds
513,Atherton,GB,53.5237,-2.4935,49.71,95,85,4.0,overcast clouds
514,Ostrovnoy,RU,68.0531,39.5131,46.9,85,100,17.74,overcast clouds
515,Silver City,US,32.7701,-108.2803,69.76,38,1,3.0,clear sky
516,Khandyga,RU,62.6667,135.6,33.21,90,100,2.06,overcast clouds
517,Ascope,PE,-7.7144,-79.1078,58.33,74,8,4.25,clear sky
518,Grand Forks,US,47.9417,-97.4337,67.68,46,1,3.44,clear sky
519,Margate,GB,51.3813,1.3862,58.71,85,100,4.0,light rain
520,Todos Santos,MX,23.45,-110.2167,86.0,80,100,2.82,overcast clouds
521,Udomlya,RU,57.8794,34.9925,39.2,93,100,4.29,overcast clouds
522,Yulin,CN,22.6333,110.15,77.02,86,0,2.86,light rain
523,Craig,US,40.5153,-107.5464,67.95,28,1,8.05,clear sky
524,Shakawe,BW,-18.3667,21.85,65.57,19,19,1.83,few clouds
525,Vanimo,PG,-2.6741,141.3028,81.55,82,98,0.92,moderate rain
526,La Asuncion,VE,11.0333,-63.8628,80.6,82,44,16.35,scattered clouds
527,Cabedelo,BR,-6.9811,-34.8339,75.87,81,1,10.87,clear sky
528,Nara,JP,34.6851,135.8049,73.26,59,0,1.48,clear sky
529,Yablochnyy,RU,47.1661,142.0661,46.35,64,72,9.48,broken clouds
530,Karakol,KG,42.4907,78.3936,34.48,79,74,2.93,broken clouds
531,Laukaa,RU,58.7372,29.8453,42.24,92,48,5.03,scattered clouds
532,Skoghall,SE,59.3232,13.4655,52.36,100,90,11.5,overcast clouds
533,Eselnita,RO,44.6992,22.3622,43.05,64,4,3.91,clear sky
534,Bambous Virieux,MU,-20.3428,57.7575,71.22,73,71,13.71,light rain
535,Naples,IT,40.8333,14.25,71.15,75,20,1.14,few clouds
536,Chara,RU,56.9064,118.2631,32.99,56,26,0.81,scattered clouds
537,Komsomolskiy,UZ,40.4272,71.7189,47.62,58,95,1.41,overcast clouds
538,Bilibino,RU,68.0546,166.4372,24.64,94,100,2.95,light snow
539,Marienburg,PL,54.0359,19.0266,54.88,82,97,10.36,overcast clouds
540,Hofn,IS,64.2539,-15.2082,45.95,66,100,19.53,overcast clouds
541,Miles City,US,46.4083,-105.8406,73.51,25,1,6.6,clear sky
542,Vostochnyy,RU,55.8167,37.8667,37.58,75,87,3.18,overcast clouds
543,Carballo,ES,43.213,-8.691,60.22,92,100,9.57,light rain
544,Numaligarh,IN,26.6333,93.75,73.45,98,70,2.57,broken clouds
545,Saraland,US,30.8207,-88.0706,78.06,89,100,4.9,moderate rain
546,Kamenka,RU,51.3223,42.7678,47.21,75,64,3.96,broken clouds
547,Camacha,PT,33.0833,-16.3333,67.42,73,75,9.22,broken clouds
548,Sicamous,CA,50.8331,-118.9856,55.18,55,100,2.46,overcast clouds
549,Lithakia,GR,37.7167,20.8333,51.17,60,41,7.29,scattered clouds
550,Horki,BY,54.2861,30.9842,42.85,82,100,7.83,overcast clouds
551,Najran,SA,17.4924,44.1277,75.76,24,100,4.88,overcast clouds
552,Road Town,VG,18.4167,-64.6167,84.2,70,100,18.25,overcast clouds
553,Misratah,LY,32.3754,15.0925,76.48,67,1,7.76,clear sky
554,Port Macquarie,AU,-31.4333,152.9167,76.89,42,0,2.37,clear sky
555,Kattivakkam,IN,13.2167,80.3167,80.69,82,94,6.64,overcast clouds
556,Sidney,AU,-33.8679,151.2073,74.59,61,20,1.01,few clouds
557,Yaroslavskaya,RU,44.6106,40.4642,48.33,86,44,8.86,scattered clouds
558,Vitim,RU,59.4511,112.5578,28.89,85,89,2.48,overcast clouds
559,Bristol,US,41.8334,-71.1662,67.51,75,1,1.99,clear sky
560,Lazo,RU,43.3817,133.9014,57.38,50,15,4.34,few clouds
561,Magdagachi,RU,53.45,125.8,37.24,62,13,3.42,few clouds
562,Yanam,IN,16.7333,82.2167,77.18,94,18,1.79,few clouds
563,Makasar,ID,-5.14,119.4221,78.85,83,20,2.3,few clouds
564,Carovigno,IT,40.708,17.655,64.6,78,92,2.86,overcast clouds
565,Tashigang,BT,27.3331,91.5542,65.17,94,70,2.95,broken clouds
566,Itaituba,BR,-4.2761,-55.9836,73.24,99,99,1.01,overcast clouds
567,Malakal,SS,9.5334,31.6605,69.66,94,77,4.61,broken clouds
568,Synya,RU,65.3718,58.0387,29.71,87,33,2.64,scattered clouds
569,Gamba,GA,-2.65,10.0,75.7,87,100,7.61,overcast clouds
570,Babushkin,RU,51.7122,105.8647,37.53,98,100,15.08,overcast clouds
571,Isla Mujeres,MX,21.2311,-86.731,80.82,79,67,10.6,broken clouds
572,Yulara,AU,-25.2406,130.9889,66.33,32,0,9.86,clear sky
573,Pinheiro Machado,BR,-31.5783,-53.3811,55.78,92,85,7.63,light rain
574,Lasa,IT,46.6166,10.7002,56.14,96,78,5.3,broken clouds
575,Nyurba,RU,63.2842,118.3319,30.31,77,60,0.25,broken clouds
576,Visnes,NO,59.3556,5.2242,57.22,62,99,25.32,overcast clouds
577,Nakano,JP,36.75,138.3667,68.38,85,1,1.74,clear sky
578,Baghdad,IQ,33.3406,44.4009,75.11,33,0,2.3,clear sky
579,Great Bend,US,38.3645,-98.7648,68.52,89,1,4.61,clear sky
580,Chilca,PE,-12.5211,-76.7372,62.85,88,65,6.4,broken clouds
581,Ketchikan,US,55.3422,-131.6461,44.58,93,75,0.0,heavy intensity rain
582,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.48,97,56,3.33,broken clouds
583,Kenai,US,60.5544,-151.2583,43.03,54,90,14.97,overcast clouds
584,Mataram,ID,-8.5833,116.1167,76.01,76,92,9.51,overcast clouds
585,Hameenlinna,FI,60.996,24.4643,46.74,91,50,8.08,scattered clouds
586,Karachi,PK,24.9056,67.0822,80.42,89,40,5.75,scattered clouds
587,High Level,CA,58.5169,-117.136,55.58,41,80,8.34,broken clouds
588,Ambunti,PG,-4.2365,142.8448,77.88,91,98,1.01,overcast clouds
589,Saint-Denis,FR,48.9167,2.3333,63.37,93,75,4.0,broken clouds
590,Columbus,US,39.9612,-82.9988,71.64,93,90,0.0,light intensity drizzle
591,Lagoa,PT,39.05,-27.9833,70.23,89,97,12.53,overcast clouds
592,Sisophon,KH,13.5859,102.9737,77.09,89,98,4.0,overcast clouds
593,Sar-E Pul,AF,35.8333,66.1667,43.36,68,0,0.49,clear sky
594,North Myrtle Beach,US,33.816,-78.68,77.05,74,1,1.01,clear sky
595,Abha,SA,18.2164,42.5053,62.85,48,0,0.0,clear sky
596,Houma,US,29.5958,-90.7195,78.01,92,100,4.76,light rain
597,Mitsamiouli,KM,-11.3847,43.2844,75.04,81,12,12.75,few clouds
598,Port-Cartier,CA,50.0334,-66.8654,43.75,89,100,5.53,overcast clouds
599,Prieska,ZA,-29.6641,22.7474,46.45,61,0,8.59,clear sky
600,Katiola,CI,8.1333,-5.1,72.07,97,62,2.82,broken clouds
601,Turtas,RU,58.9417,69.1325,32.16,81,97,8.14,overcast clouds
602,Otuzco,PE,-7.9,-78.5833,26.92,77,75,0.85,light snow
603,Uirauna,BR,-6.5183,-38.4122,84.78,42,33,9.82,scattered clouds
604,Cairns,AU,-16.9167,145.7667,91.06,72,42,6.91,scattered clouds
605,Puerto Madero,MX,14.7208,-92.4215,84.4,84,75,8.05,broken clouds
606,Maceio,BR,-9.6658,-35.7353,76.95,85,16,10.76,few clouds
607,Pombas,CV,17.1503,-25.0201,76.19,80,16,9.42,few clouds
608,Magistralnyy,RU,56.1725,107.4458,33.82,94,77,1.48,broken clouds
609,Svendborg,DK,55.0598,10.6068,58.91,85,100,23.33,overcast clouds
610,Aklavik,CA,68.2191,-135.0107,32.95,98,100,13.29,overcast clouds
611,Namatanai,PG,-3.6667,152.4333,85.39,65,99,2.39,overcast clouds
612,Omboue,GA,-1.5746,9.2618,76.75,86,100,8.19,overcast clouds
613,Ust-Uda,RU,54.1742,103.0304,34.03,88,100,2.68,overcast clouds
614,Waingapu,ID,-9.6567,120.2641,82.17,64,97,3.91,overcast clouds
615,Bugko,PH,12.5356,124.7923,80.96,85,100,3.58,overcast clouds
616,Raudeberg,NO,61.9875,5.1352,54.27,63,74,5.01,broken clouds
617,Ambilobe,MG,-13.2,49.05,65.7,79,42,4.47,scattered clouds
618,Vung Tau,VN,10.346,107.0843,77.31,88,99,4.41,light rain
619,Dariba,IN,24.95,74.1333,75.31,83,6,3.71,clear sky
620,Kruisfontein,ZA,-34.0033,24.7314,47.88,67,79,13.8,broken clouds
621,Kirakira,SB,-10.4544,161.9205,82.51,79,89,2.48,overcast clouds
622,Garmsar,IR,35.2182,52.3409,69.22,43,0,1.63,clear sky
623,Talcahuano,CL,-36.7167,-73.1167,49.68,66,40,14.97,scattered clouds
624,Maraba,BR,-5.3686,-49.1178,73.29,97,98,2.84,overcast clouds
625,Iracoubo,GF,5.4802,-53.2011,80.92,80,98,11.43,overcast clouds
626,Bongandanga,CD,1.5,21.05,68.79,98,99,0.78,light rain
627,Fayaoue,NC,-20.65,166.5333,75.45,85,69,10.2,broken clouds
628,Matadi,CD,-5.8167,13.45,75.61,84,51,4.72,broken clouds
629,Broome,US,42.2506,-75.833,64.78,69,1,5.75,clear sky
630,Turka,UA,49.1541,23.0297,46.15,78,30,5.55,scattered clouds
631,Peterhead,GB,57.5058,-1.7981,49.44,90,100,9.35,moderate rain
632,Nizhneangarsk,RU,55.7833,109.55,34.65,66,8,4.54,clear sky
633,Knysna,ZA,-34.0363,23.0471,50.59,73,100,7.43,overcast clouds
634,Iaciara,BR,-14.0958,-46.6317,83.28,36,9,3.4,clear sky
635,Fort Nelson,CA,58.8053,-122.7002,58.59,20,75,25.32,broken clouds
636,Camapua,BR,-19.5314,-54.0439,83.97,46,54,1.57,broken clouds
637,Champerico,GT,14.3,-91.9167,84.34,76,36,4.74,scattered clouds
638,Shimanovsk,RU,52.0,127.7,40.12,57,1,5.57,clear sky
639,Maldonado,UY,-34.6667,-54.9167,60.22,77,87,3.42,overcast clouds
640,Dali,CN,25.7,100.1833,60.03,92,5,3.56,clear sky
641,Manggar,ID,-2.8833,108.2667,79.88,78,99,4.81,overcast clouds
642,Port Keats,AU,-14.25,129.55,86.63,54,75,10.25,broken clouds
643,Erzin,TR,36.9559,36.2,75.0,70,6,2.91,clear sky
644,Kharp,RU,66.8014,65.8081,28.92,88,23,4.29,few clouds
645,Kismayo,SO,-0.3582,42.5454,76.26,84,20,13.02,few clouds
646,Panguna,PG,-6.3164,155.4848,78.3,68,100,1.28,overcast clouds
647,Rapid Valley,US,44.0625,-103.1463,73.6,29,1,4.0,clear sky
648,Nogliki,RU,51.8333,143.1667,49.21,57,2,12.68,clear sky
649,Chapais,CA,49.7834,-74.8492,44.37,75,50,3.74,scattered clouds
650,Olinda,BR,-8.0089,-34.8553,76.98,84,4,11.5,clear sky
651,Kayes,ML,14.0,-11.0,77.7,78,38,5.84,scattered clouds
652,Pasinler,TR,39.9803,41.6764,50.99,80,75,0.92,broken clouds
653,Jiaocheng,CN,24.6774,116.1389,79.5,82,8,2.06,clear sky
654,Tokur,RU,53.1333,132.9,32.09,81,99,2.84,overcast clouds
655,Bratsk,RU,56.1325,101.6142,30.69,81,100,3.0,overcast clouds
656,Soverato,IT,38.685,16.5499,66.15,80,79,1.74,broken clouds
657,Ixtapa,MX,20.7,-105.2,86.23,70,40,5.75,scattered clouds
658,Puteyets,RU,65.1716,57.091,31.53,81,29,3.53,scattered clouds
659,Centralia,US,46.7162,-122.9543,70.81,58,1,5.75,clear sky
660,Kochevo,RU,59.5994,54.3125,37.92,92,100,3.51,overcast clouds
661,Svetlyy,RU,54.675,20.1347,48.25,88,76,10.67,broken clouds
662,Visegrad,BA,43.7847,19.2992,53.44,84,28,1.74,scattered clouds
663,Stykkisholmur,IS,65.0757,-22.7297,38.28,84,100,24.25,overcast clouds
664,Bolobo,CD,-2.1667,16.2333,72.18,90,48,2.08,scattered clouds
665,Ushtobe,KZ,45.2514,77.9838,39.85,61,4,5.88,clear sky
666,Saint-Leu,RE,-21.15,55.2833,68.86,69,5,3.58,clear sky
667,Adjumani,UG,3.3779,31.7909,66.96,97,98,3.38,light rain
668,Mangrol,IN,21.1167,70.1167,79.7,86,100,5.53,overcast clouds
669,Kolpashevo,RU,58.3131,82.9089,30.06,98,88,4.43,overcast clouds
670,Caraballeda,VE,10.6112,-66.8522,79.61,88,33,9.86,scattered clouds
671,Sonoita,MX,31.85,-112.8333,92.53,13,99,3.31,overcast clouds
672,Khor,RU,47.8861,134.9464,50.04,51,55,5.79,heavy intensity rain
673,Kingaroy,AU,-26.5333,151.8333,80.06,39,52,6.89,broken clouds
674,Payo,ID,-3.7508,103.6372,74.07,90,95,1.34,overcast clouds
675,Zhezkazgan,KZ,47.8043,67.7144,43.95,51,93,5.32,overcast clouds
676,Varena,LT,54.2167,24.5667,52.48,74,94,8.93,overcast clouds
677,San Quintin,MX,30.4833,-115.95,78.28,44,83,6.35,broken clouds
678,Kon Tum,VN,14.35,108.0,70.32,91,59,2.08,broken clouds
679,Jitra,MY,6.2681,100.4217,77.81,88,98,1.92,overcast clouds
680,Shenjiamen,CN,29.9576,122.298,77.41,72,0,17.0,clear sky
681,Salinas,US,36.6777,-121.6555,93.56,49,1,11.5,clear sky
682,Kota Bahru,MY,6.1333,102.2386,77.9,86,100,3.33,overcast clouds
683,Iquique,CL,-20.2208,-70.1431,60.84,78,40,6.8,scattered clouds
684,Lavumisa,SZ,-27.31,31.892,64.67,89,100,8.32,light rain
685,Nenjiang,CN,49.1833,125.2167,40.35,96,100,13.31,overcast clouds
686,Tautira,PF,-17.7333,-149.15,84.22,76,26,12.19,scattered clouds
687,Te Anau,NZ,-45.4167,167.7167,52.92,65,100,0.94,light rain
688,Kualakapuas,ID,-3.0091,114.3876,73.56,79,94,1.34,overcast clouds
689,Oranjestad,AW,12.524,-70.027,84.15,82,20,4.0,few clouds
690,Barra Da Estiva,BR,-13.6261,-41.3269,70.65,41,1,6.44,clear sky
691,Ust-Kuyga,RU,70.0167,135.6,18.9,95,83,3.56,broken clouds
692,Miracatu,BR,-24.2814,-47.4597,67.03,99,95,2.55,light rain
693,Kurumkan,RU,54.3,110.3,36.32,68,14,0.67,few clouds
694,Yanaul,RU,56.2719,54.9309,41.32,89,98,4.85,overcast clouds
695,Wewak,PG,-3.5534,143.6268,82.44,79,97,3.02,overcast clouds
696,Mizdah,LY,31.4451,12.9801,65.61,80,0,5.35,clear sky
